Username,Text
junekramadhan,"Yah gw bni tgl 26 Desember mndur tgl 7 Jan,sdngkan tmn gw Januar udah cairr.."
khoirul_lukman1229,Kok insentif gw jadi berubah tglnya tadinya 1 januari sekarang pindah 5 januari kak @prakerja.go.id
miftahul7860,"Min, gimana ini punya tante saya status pelatihan aktif terus, padahal sudah dapat dari lembaga pelatihan dari 3 minggu yang lalu,, mohom bantuannya 🙏@prakerja.go.id"
annaputut13,Insentif survey 1 nya kok blm cair ya kak?
guns_setiawan,@rina_aprilliaa
mikasitumorang2,"Min, Kenapa ya Prakerja saya selalu tidak Lolos dalam setiap gelombang sampe sekarang Min?"
iraindrawati1234,Blm pernah menerima sama sekali
lailaylf,@bilalmerdiansyah2 alay huuu
4ffand1,Alhamdulillah meski diundur kita harus tetap optimis.... semoga kedepan lebih baik dan lebih baik dan lebih baik dan lebih berjaya tanpa Covid 19
arman.marsaoly,Mimin kapan gelombang 12 yah di bukaa lagi?🙏🙏 @prakerja.go.id
___rizky______,Alhamdulillah saya jadi alumni prakerja 🙌😂😍
sudarmanvd,Min mau bertanya apakah tahun depan yang sudah selesai dan sampai habis saldo dan insentif bakal dapat kembali?🙏
lady_estrella8899,"Terima kasih prakerja, akhirnya saya resmi jadi alumni 😂"
davino.2010,Mau ganti area domisili gmna min ? @prakerja.go.id
indriani.iin15,@aidapitty
gus_darma09,Keterangan sudah berhasil di transfer cuma setelah di cek blm. Ada masuk @prakerja.go.id
rhanii_hrp,Jadwal insentif tgl 20 desember tapi udah cair tgl 14 desember makasih prakerja 🙏
aileenasevgi,Kapan dibuka lagi
finputrianihal,@tuluslusman
aileenasevgi,Kenapa
kurniawan_fawzi,"Parah sih mnrt saya,padahal sudah tidak ada pendaftaran tp proses pencairan masih saja lambat. Heran seperti ngasih bantuan tp dipersulit/diperlambat."
aileenasevgi,Saya sudah 4x gagal
angga_permana34,"Waduhh sering ikut setiap gelombang, ngak jebol"" sampai gelombang terathir juga ngak jebol, ngak tau salahnya dimana, cuma ada beberapa gelombang aja yang ngak ikut"
lydia_puspita_23,"Admin saya mau tanya,, surveynya cman 2 soal yg keluar, setelah di isi truss liat di dashboard gak ada dana insentif surveynya min... Itu knapa yaa min ?? Ada yg salahkah min ?🤔"
ummulhabiba_64,Alhamdulillah insentif yang desember cair lebih awal 🙏 tinggal nunggu yang januari
tri.damay,"Insentif survey tanggal 15 status masih di jadwalkan terus sampai sekarang,gimana nih min?"
_yayanef,@fhieza_zha 😂😂😂
ellgstin_,@ptrnadiaaa ohh kirain bakal cair lagi 2021😭
heri.sulistiyani,"Siap....ilmu pelatihannya sudah dirasakan utk jualan...buat teman2 sabar aja, insentif dan survei paati keluar kok"
danisupriatna_,min jadwal insentif survey ketiga ko ga muncul ya? pdahal udah isi survey.
ahmadoreda,"Terimakasih atas insentifnya,,,di jadwal tgl 30 desember, tpi kemarin sudah cair...Alhamdulillah"
vazri_muharom,Gel. 12 kapan
anisa15_,"Alhamdulillah terimakasih prakerja, intensif yg jadwal cairnya 29 des malah sudah cair 17 des kemarin"
dianthaarthur,"Bagaimana yg intensif survey, blm mncul yg ke 2 pdhl sdh di isi,, survey ke 3 jg blm muncul2"
r0zak_fathur,Katanya udah cair.. Tpi belum msuk 👏👏👏
esterjuliana61,"yang Sabar ya teman teman,.. insyaAllah semua pasti akan cair jika memang masing2 sudah punya Jadwal pencairan (meski agak Telat).... Cair itu Pasti.."
hizkiavnn,"Yang bulan Januari gmn min, apakah dipercepat?"
indra_indra_812,Gimana sih cara daftar nya
ardy_pr,Survey udah diisi tapi insetifnya ga keluar didasbord gimana tuh min? @prakerja.go.id
vee.yourbae,Yg udh jadi alumni prakerja siapa aja
ayu_rhomadhoni,@prakerja.go.id  gelombang 12 kapan  kak ??
mayameitasarii,"Terimakasih kepada @prakerja.go.id telah melaksanakan program yang sangat membantu disaat saya kena pemberhentian kerja,intensif saya sudah tersalurkan selama 4 bulan semoga semakin baik kedepan nya. Dan saya berharap saya bisa mendapatkan pekerjaan lagi 🤲"
intansoraya96,Saya kurang survey terakhir aja tanggal 5 januari
ayyu5415,Gelombang 12 kapan buka min ?
randifauzi1,"Insentif tanggal 14 desember blm cair"" min. Gimana?"
dearestt24,Gelombang 12 kapan ya
radent_ajii,Min @prakerja.go.id di jadwal insentif ke4 bulan desember kok jd berubah januari??
ririshasanah16,"min kenapa tidak bisa menyambungkan e-walletnya..saya uda coba berkali"""
lynn_arfiyanti,"Min , Sya mau protess knp jadwal insentif sya d ubah ke bulan januari ?? Apa sebabnya??"
ngayanto,Kpn buka gelmbng selanjutnya
hasbymahendra75,Harusnya 600rb cair tanggal 21 malah jadi tanggal 6 ngikutin insentif yg 50rb🤦‍♂️
ran.ni.167,@
soraya_fitricia,Iya
ran.ni.167,@
anata.94,"Min tadinya jadwal insentif ke 4 tgl 25 Desember,,tapi skrg jadwal nya ko diganti 6 Januari 😭"
maulididelbersa0820,Ada apa ya kak ?
ameliatransiska,Dari tgl 22 desember kenapa mundur jadi 6 januari 2021 ya ?
wonderhqhk,Pertanyaannya adalah kenapa? 😂 apakah kalian kehabisan dana? #menterisosial
ira87_fitriani,Saya udah mengisi survey yg ke 2 tapi kok blum juga ada pemberitahuan ya di insentif ya udah hampir 2 minggu lebih
jansyafri,"Sangat bermanfaat min, semoga prakerja dan training ilmunya dapat dilanjutkan 2021"
amaulana28_,tadi di jadwal tanggal 29 Desember eh ko jadi berubah 7 januari
kan9rusuhh,Min darii awal gue belomm di acc
baihaki_._,@sushie3837 itu daftar terus dri gel 1-9 ????
malikabd17,"@prakerja.go.id  maaf ka mau tanya , di gelombang pertama saya dpt BLT 1.2jt pas september , posisi mash kerja , terus gelombang kedua kmren malah ga cair smpe skrg pdhal november udh pda cair , dan posisi skrg udh abis kontrak akhir November , apa mash bsa dpt di januari"
ads_aspera,"min kalau udah ngisi survey tahap 3, tapi jadwalnya gak muncul itu kenapa?"
andsmtktn24,@prakerja.go.id insentif survey ke-3 blm muncul jg sejak sy mengisi survey. Sudah lebih dari 1 minggu blm muncul di dasboard. Itu emang tidak cair ato gmn ya?
nuraniliza,Insentif survei blm cair padahal sudah isi survei. Gmn ini min?
adhi_prayityesno29,👍👍👍 ok ka
zatrianaa,Tetap kawal 🤣 @devipermata.s
panggilajazaenab,"jahat bgt, tgl 21 des jadi 6 januari 😭"
dewi_maharani27,Punyaku 5 bulan blm cair min
hemamaleny,"Min, abang saya udah dapat jadwal pelatihan tgl 16 desember 2020, eh ternyata dimajukan jadi tanggal 11 desember, dia gk tau, jadi gimana ya? Apa kartu prakerjanya dicabut? Padahal sudah menunggu pelatihan tersebut dari bulan oktober,,,"
recycle_preloved,Bantuan insentif apakah akan diperpanjang 2021
andikawdya,@abdoelmuis iya bg
_febo29,Survey yg dpt 150rb kok belum keterima yah
tommyadtychndr,@gilangbontot
jaaakkaa.m,Survey 3x insentif cuma 2x min
diimasxx_,Mengapa jadwal intensif nya berubah?
aldyaw33,Jadi pada iri kan min kalo begini yang tanggal 29 aja udah pada cair yang tanggal 26 jadi di undur kasian:(
thaarysta_,Untuk unsentif survei ke 3 knpa gak muncul2 di dashboard ya @prakerja.go.id
mrs.novalisa,Alhamdulillah insentif terakhir yg tadinya tgl 20 Desember d percepat tgl 14 desember kmren..insentif survey yg ke 3 juga udah d transfer..terimakasih banyak @prakerja.go.id 🙏😇
dika_excited,"Selamat malam Min.. mohon maaf min saya penerima kartu prakerja ,saya lagi butuh uang min untuk bayar rumah sakit orang tua... Apakah insentif bisa dicairkan secepatnya min.. sedangkan jadwal insentif saya masih lama yaitu tanggal 9 Januari.. saya perlu uang secepatnya min.. mohon bantuannya 🙏 mau minjam uang tapi tidak ada yg bisa .. terimakasih sebelumnya min."
febtawindimukhlasin,Untuk gelombang 11 kok survei nya gak muncul ya
clarithapeace,Alhamdulillah insentif saya sudah cair semua 🙏
desandhi01,"Mind, survai apa gak muncul lagi ya?"
kosonggitar,Kenapa di undur jadwal nya min?
abidzhar_hs,Jadwal tgl 21 Desember mundur sampai tgl 6 Januari 21 yaa sabar dulu aja semoga lekas cair @prakerja.go.id
sdiar123,"Admin gimana nih ko insentif saya malahan terputuskan dari ovo. Udah di telpon sama adminnya malahan suruh transfer"" gitu"
boddong_lucax,Gimana sihh... Udah ditanggal 20 desember eh di undur Januari 😞
ayayu07,Gelombang 12 kapan buka min?? @prakerja.go.id
gustanikhwanudin_,Min kok ga bisa masuk terus ya? Padahal nomer kk udah bener. Bisa di bantu registrasi ga? Dari dulu pas gelombang 1 daftar sampai skrg ga bisa 😢
itshawaa20,Aku insentif jadwal tgl 29. Tanggal 14 udah keluar... Makasihhh😍
srijayanti1570,Knapa ya punya saya tgl 25 aturan cair knpa jadi ny tgl 6 ya 🙏
dhiditone,"Dr bulan oktober ikut diklat, sampai sekarang blm cair 🤔"
danteweirz,Hampir sy dibunuh orang. Karena jadwal insentif di undur
lischitaa21_,Yang gelombang 12 kapan ?
blackedwiner,Alhamdulillah saya sudah rampung semua 🤲🤲🤲
tmeulaboh,Sya tidak tw bagai mana cra nya🤔
sofyang97,@adityapati_ berarti Ada Yang belum kelar itu bang
haniawantara,"Jadwal tngl 20 desember masa tnggl 14 des wdh cair,, ya allah alhamdulillah bgt makasih prakerja🙏🙏😍😍😍"
agoesid,Maaf. Untuk survei yang belum sampai 3x gimana ini kak
osym86,Terimakasih @prakerja.go.id sudah sangat membantu kami dan mereka karena  dampak covid 19
rudhy.untoo,Tanya min @prakerja.go.id berlanjutkh prakerja ke 2021..atau nnti harus regis lagi kh?
mia_aurasy,alhmdllh saya sdh cair semua trimakasih prakerja
gtg_black_tapah,"Assalamualaikum admin prakerja . Saya mau melaporkan sebuah situs yg mengatas namakan prakerja, inih situs ya https://www.dafuk6.top/app/job/index.php#1608289422494 . Tolong ditindak lanjuti. Jika memang situh ituh milik prakerja tolong konfirmasi ya dan informasi, jika buka maka saya mohon itu situs diblokir.....mohon ditanggapi karena inih meresahkan"
tia_mtm,"Min, survey ke 2 sya ko tiba2 ilang yah? Sya udah isi dan klik lanjutkan tp gak bisa2 sampe akhirny ilang dari dasbor"
n.fatonah21,@prakerja.go.id kita ikut pelatihan brp kali y ?
_ilhmpamngks,Min.. tolong solusinya .tombol verifikasi pada sambung rek di akun prakerja kok gak muncul yah ... @prakerja.go.id
skehbeishns,"Brarti yg hrusnya bulan ini, bulan dpn gtu min?"
bilalmerdiansyah2,@lailaylf @prakerja.go.id min punya ku indur loo dari tanggal 1 ke tanggal 8😢😢😢😂😂
ahmad_riszal,Thanks Prakerja🙏🙏
jordypratama_,pantesan di ubah jadwal insentif nya_-
soniaaaaa11_,"Insentif bulan Desember aku tgl 16 sebenernya, tapi Kemaren tgl 6 udh keluar, padahal masi dijadwalkan, pas aku cek lagi tgl 16 sudah berhasil ditransfer tapi udh ga ada duit nya, emang bisa gtu ya min"
nungstagram_,"Aku insentif bulan desember malah dimajuin, Min. Di dashboard kan jadwalnya tgl 10 desember, tapi pas tgl 5 desember, gak sengaja aku buka aplikasi gojek terus lihat ada gopay masuk 600k, lalu langsung cek dashboard lagi, ternyata ada notif kalo jadwal insentifnya diperbaharui. Berarti ada yg dimajuin dan ada yg dimundurin ya."
galuh768,Haduhhh dri gelombang 3 sampe terakhir blm pernah lolos seleksi nih 🤣 @prakerja.go.id
oppymulyanih,Love you min dana saya cair seminggu lebih awal. Makasih ya 😍
mohammad_rois10,Gelombang 12 kapan di buka min
m.irfan_f_46,"Kak, di dashboard keterangan berhasil di transfer tapi dana belum diterima"
bayu2908_,Surveyku belum keluar keluar dari kapan tau padahal udah ngisi 🥺🥺 @prakerja.go.id
yayooy_eka,🙏 Alhamdulillah sudah cair semua..🤲🤲
namaewaaga,Apakah yg sudah dapat insentif sampae 6x bakalan dapat insentif lagi di bulan januari 2021 atau sudah berakhir min @prakerja.go.id 🙏🙏
ndie_handi,Kenapa ya intensif saya yang seharusnya tgl 25 Desember cair kenapa jadi tgl 6 Januari ya kak..
panggilmamataja_,Min ini saya udah kirim email terkait insentif saya tanggal 5 desember 2020 status nya berhasil di transfer tetapi saya cek belum ada dana masuk. Gimana ini @prakerja.go.id
millthea,"Alhamdulillah prakerja sangat membantu kami...insentif sudah cair semua...bahkan yg jadwal januari juga sudah....Ilmu nya dapet,insentif nya juga membantu kami sekeluarga...🙏🙏🙏🙏"
gezznatalie,JADWAL SURVEY KE 3 TGL 13 DES KENAPA MUNDUR JADI 5 JANUARI YAAHHH?????? TRUS INSENTIF TERAKHIR TGL 29 DES DIMUNDURIN JUGA JADI TGL 7 JANUARI 🤨🤨 MAKSUDNYA APA YAAHHH?????????? #yakingabakalandijawab
bilaaa.2202,Baca dm sy min @prakerja.go.id
sofyang97,"Status berhasil terkirim, di ewalet belooom masuk min duitnya, sedih 😔"
ishra_isna,Bulan desember p.a ku kc gc cair @prakerja.go.id
wi_to19,Saran gua min panjangin aja insentif nya jadi 6 bulan dapatnya . .atau enggak selama jabatan jokowi aja lah🙉🙉😅😅
umarsusilo07,Untuk surveynya bagai mana?
herrrysetiawan,Duit ulun sdh masukk berhasil ditransfer cuman gopay nya terkunci kypaa tuhh sarannya dong
chaa9644,Aku ikut ga pernah goal masa 😭
airma02,@prakerja.go.id insentife harusnya 25desember jd 5januai 😱
selfa_ncel,"Alhamdulillah Saya sudah semua, terima kasih @prakerja.go.id 🤗"
zahrayuwana18,Kalo dagh alumni gmn min @prakerja.go.id
noviwylnt,Ko saya harusnya cair tgl 25 des jdi 5 januari. Knpa ya???
wardaniilia,"Ko gaa jelas deh malah diubah"" Gitu,harusnya tgl 27 des jdi tgl 7 Januari tmn saya yg harunya tgl 4 januari kemarin cari aneh.... 😔😔😔😔"
fiki_08,"Survei dijadwalkan trs min ,padahal udah lewat tanggalnya"
ramadhnwijaya,Min kapan pengumuman pemenang vlog prakerja
zhulkiflizhul2,Apa gelombang ke 12 di buka juga thn depan.saya belum dpt dari gelombang pertama..🙏
alvdsave,"vlog nya gimana woe, lupa yaa"
riomodoy23,@melancrystndy
detiriska_,Min ko yg saya insentif survey udh cair tpi status nya dari tanggal 14 desember sampe skrg masih dijadwalkan ya?
yunizarjanwari20,Tolonglah min @prakerja.go.id  insentif terakhir saya  yg jdwal tgl 22 Desember cairkan...🙏
irma0793,Terimakasih @prakerja.go.id insentif buat modal usaha kecil² n ku semoga berkah dan barokah
sipen_jol,"Semoga insentif prakerja di perpanjang lagi, karna masih banyak yg dirumahkan. Dan masih banyak yg kekurangan dari segi apapun, karna insentif itu sangat berharga sekali untuk membeli kebutuhan makan dan lain sebagai nya dikehidupan kami yg terkena phk. Semoga saja diperpanjang 😇😇🙏🙏"
jowjoww_,"Min kalau udah semua beres misal sampe bulan trakhir dpt,selanjut nya dapet lagi ga dr pemerintah hehe"
aldi_ayahnya_aqila,Tolong di jawab min..status di dasbor sudah di transfer tapi di gopay masih nol..ada apa min @prakerja.go.id
justshootthemoment,"Min, mohon cek DM"
spraap,"blm jg daftar dah ga ada aja,,"
iradwm,@leliana_vr
bilaaa.2202,Baca dm min !
triana_leutikreal,Kkok yg saya tdinya tgl 21 jadi tgl 6 januari kluarnya jauh bgd
diantiftr,Terima kasih ya ka. Aku udah dapet insentif bulan desember sebelum jadwal pencairannya😊
bilaaa.2202,Baca dm min !
liaunitasari,"Kenapa sya jadwal insentifnya diundur, tadinya tgl 25 kenapa skrng jadi 6 januari"
nurilahi26,Ass min sudah seminggu lebih tidak bisa cek dashboard tampilannya putih terus mohon solusinya
ryandhaa,Kapan buka gelombang lg min
___glngtprm,Gelombang 12 kapan di buka min?
aldi_ayahnya_aqila,Min status di dasbord berhasil di transfer tapi di ewalet gopay kosong..ada apa min
firmanhidayat_15,"@prakerja.go.id insentif telah selesai selama 4 bln dan survei telah selesai 3 kali, lalu apa akan ada program lagi atau bagi yang telah mnyelesaikan semua dan mendapatkn insentif smua stak sampe disini saja kah? Lalu kalau memang selesai bagi kami yg telah menyelsaikn semua insetif dn surver nomor krtu prakerja apa bisa di gunakan untuk mencari kerja atau stak saja?"
agungmaulana_mo,"@ritasartika12 nah itu mbk, sbetul e biar bsa lolos itu gmna cara e,, gak ada solusinya"
lindut_bayuageng,@prakerja.go.id min survei evaluasiku kok belum muncul sama sekali...apa ditunda yaw...
bagashry009,Insentif di undur ya min @prakerja.go.id
rubeners_lovers,Dijdwal tgl 22 des kok jd diundur ke 6 jan 2021?
cemprengpipit,"Sama,  punya saya 25 jd tgl 6"
dya_since2020,"Notifikasi didasbord ""berhasil ditransfer"" padahal digopay belum masuk sama sekali 😔"
bayuinsta_,@anggiinsta_
uusoef,👍
arkan_echa,@sobatprakerja 31desamber kk
ciishelly,Yg seharusnya jadwalnya cair januari ternyata punyaku udah cair pertengahan Desember.. Plus dpet tambahan 50rb 🤗🙏
rizaaltanjungi029,"😢 Insentif terakhir belum masuk, di dasbord katanya udah di transfer saya cek di bank belum masuk, jangan sampe dikorupsi juga ya sudah cukup dengan dana bansos yang dikorupsi"
detria_16,Survei ke 3 min masih ttp aja blank klo dibuka
sushie3837,@baihaki_._ iya ka
andreanhendriyanto,Bni
hamdianjali,Insentif pertama. Dari bulan september belum cair. @prakerja.go.id
telurgulin,Min insentif evaluasi ke 2 kenapa cuma di jadwalkan aja dari kemren
irmaaokta,@prakerja.go.id kalo yg jadwal insentif survei nya ga keluar itu gimana min ?
sitaarynt,"Kak , utk gelombang baru kapan dibuka ya ?"
rijalahmadi,Yang bulan 1 di cairkan bulan 12 yang bulan 12 di cairkan bulan 1. Sehat..?
irawatynaue,Admin knpa survey sya yg ke dua blm muncul 🙏
fadepratiwi,Hmm ternyata @nuryhani 😑
nadhifaqalbihermawan,"Maaf ka kmrin ada yg mengatas nama kan prakerja,,sya komplain mslh dashboard tgl berubah trs dia menanyakan no tlfn,,no rek,no kartu atm,no seri,yg bkin saya curiga ko dia nlfn pke no pribadi.."
amelyarazka,Kmrn sy kirim opini survei tp kok gagal terus ya.. skrg jadi hilang di dasbor sy.. sy jd ga dpt ya insentif surveinya.. @prakerja.go.id
ra_arra15,Yg bulan November aja blm masuk ni kak @prakerja.go.id
fitrihyahnur6291,Hallo kk  jadwal tgl 22desember knp di .mundur sih jadi tgl6januari kk
zawiamuzam,Terima kasih banyak
ghonjhaii58,Berarti berlanjut dong nih omm ampe taon depan 😁HO°o0Ree🤩🌈🌋🎉Hhi hie😁😁
arlezwijaya,Apakah akan ada lgi insentif selanjutnya?
ritasartika12,@agungmaulana_mo iyo gunk.aku daftar dr gelombang 7sd 11 gak perna lolos juga
rst.04_,Ko saya daftar mulu gagal terus ya min
smfckfrn95,Alhamdulillah 5 kali belum pernah lolos
prihatini.suzie,Alhamdulillah udh di tf semua dr prakerja.... Dan sangat² bermanfaat..... Dan ini yg terakhir.... Terima kasih prakerja
vifalver082027,Punya saya tanggal 22 insetif nya malah jadi 6 januari @prakerja.go.id .. Gimana itu apa emang di undur ya
alingga301,@prakerja.go.id kok vlog prakerja gk diumum2in??
lyraadwi,Okey q tunggu episode berikutnya🤭
ayyasy_bf,"Min gimana ni insentif saya dari tanggal 8 September sampai sekarang belum ada kejelasan ,status masih dijadwalkan tolong dong min🙏"
dwulanova,Kok dimundurin min 😂
kadekliliani,Apa aku yg sndiir blm 😥😥😥prnh merasakn cair nya uang prakerja😭
yanistwt,Alhamdulillah punyaku udah cair semua makasih @prakerja.go.id
baguzdwicahyono,Admin @prakerja.go.id mau tanya untuk pengumuman lomba vlog kartu prakerja kapan ye?
mgsniati,admin kemaren isentif nya 26 desember kok di undur jadi 7 januari
ellpiriand,Intensif kerja di dasbord sudah berhasil ke OVO tapi di ovo nya gamasuk min ?
afriyani181,Semrawut pencairannya
fitrikata,Iya min jadwal insentif saya kok berubah jdi tgl 6 januari ya
nina_margaretha,Harus nya tanggal 24 Des. Tapi Puji Tuhan Tanggal 14 udah Cair...👍👍👍 makasih Prakerja... lumayan buat tambah an Modal...😁😁😁
putrasnc,tanggal 21 kok jdi 6 januari ya min 🥺
helbal123,Gelombang 12 buka kapan min?
farsya0911_,Aku belum dkasi lolosssss😭
zulhamsyah99,@zulhamsyah99 dibantu min🙏 @prakerja.go.id
kim_14s,Alhamdulillah
miftahul_akhyar,Terimakasih prakerja sudah  memberi arti kesabaran 🙏 dari gelombang 1-11 ga lolos 🙏
muhamadsodiik,Alhamdulillah cairr🙏
ku_mery,"Kanapa min tanggl 25 aja yang di undur , sedangkan tanggl 28 di majukan"
ivoncorneliawinsu,@normadiayu 😭😭😭
chimmy18_,Min kok insentif 2 dan 3 saya nggk muncul??
ikamuslimah,"Karna libur panjang ya min, jadinya pada dialihkan 5 Januari semua? Jadwal yang tadinya tanggal 2 januari juga jadi 5 Januari.."
arieysae,Jadwal insentif sya tnggal 22 desember.. kenapa mundur ke tgl 6 januari ya???
tiaraindah117,"Min, kalau survey sudah tidak ada? Soalnya yang orang lain 3 kali survey dan 3 kali insentifnya, saya hanya 1 kali survey"
amnafaridd,Tujuannya apa min?
lailaylf,@bilalmerdiansyah2 hore
anggadita771,@prakerja.go.id Admin jadwal insentif saya dulu 3 januari ko sekarang malah jadi 8 januari kenapa ya?
feni_pvd,Alhamdulilah sudah cair semua terimakasih prakerja dari saya alumni gelombang 7 ❤️
oficial_dianaputri,"admin kira"" 2021 akn d buka lgh engga glombang slnjutyh yg blom lolos"
mikomalvino.store,@mikomalvino.store pdhl butuh banget uang
wafaapriani,"Yang cair tgl 26 kenapa mesti harus Januari, apa ada yang sama seperti saya???"
ufikahamza,Alhamdulillah punya sy sdh cair semua...terima kasih prakerja...dgn bantuan prakerja sy bisa membuat kolam ikan di belakang rumah
aisyahfz15,"Min aku mau nanya, dana insentif aku udah berhasil di tranfer ke bni tapi pas aku cek kok belum ada ya?"
dwimeiliaa_,Min punya saya tinggal 1 kali cair bulan desember ini tapi kenapa waktu saya lihat jadwal insentif nya lagi malah mundur ganti januari cairnya?
herna_yadi,Terimakasih prakerja seluruh insentif sdah cair 👏👏👏
mikomalvino.store,Aku biasanya turun tanggal 21 eh pas di buka jadi 6 januari
adjie_arvian_zaini,Kk gimna Insentif saya bulan januari sudh berhasil ditransfr tapi belum masuk rekening bank ke bni kemaren sistem gangguan tolong bntu
taufiksetiapratama21,🙌
zulhamsyah99,"Saya dari gelom 7, tapi sampai sekrang belum cair min insentif nya. Sertifikat udah keluar semua. Ulasan dan reting ditokopedia udah disini, dibantu min🙏"
okta_zhiea,Loh jadwal tgl 25 des juga mundur 😔😑
healerthesoul,knp saya ga lolos2 daftar dr gel 1
irmailini_kawaii1505,"Kemaren tgl 10 keluar evaluasi yg ke 3 d akun saya. Tapi GX bisa d lanjutkan evaluasinya sampai tgl 15 MLM stiap saya buka akun saya selalu muncul survey evaluasi 3, tp tetap GX bisa d lanjutkan. D tgl 16 saya buka akun lgi surveynya hilang, tp insentif survey saya yg k 3 GX ada jg. Itu gmn ya pak?😢"
normadiayu,@ivoncorneliawinsu
smartz.jk,Punya saya survei 2 dan 3 ga muncul di rincian insentif... Apa Januari nanti ya munculnya
mukti_d_o_r,Untuk desember berarti di tunda ya min..jadi insentif des yg harusnya cair tgl 20 jadi di tunda januari
rinyahmad_,Pantes aja punyaku dipending bulan depan 🙃
joko_priyanto89,alhamdulillah dah cair .tapi di dasbort masih di jadwalkan tapi sudah di tranfer.tp alhamdulillah terima kasih buat prakerja.😍
fitriani_caigyong,Yang aku malah ga cair Desember ka @prakerja.go.id di dashboard asalnya tgl 21 Des jadi 6 Januari 2021..insentif terakhir
cesshop.co,"Ada notif insentif berhasil dicairkan, cek rekening gada yg masuk min"
denisaef_,"Kok di pindahin ke januari min , pdhl bulan ini butuh 😭"
thee_lhuu,"infonya Gelombang 12 atau tahun 2021 dibuka kembali, apakah ada kemungkinan bisa lolos & terima insentive lagi kah buat yg sudah pernah lolos & lunas terima insentive Prakerja ditahun 2020 ??"
rhiienainha,Alhamdulillah insentif udh cair semua
hello.nuy,".survey nya dari kmren gak nonggol2,, udh di coba berbagai cara hub cs sana sini,, gak ada respon sama sekali sampe udh di tutup lagi survey nya @prakerja.go.id"
rimafdhl,Min kenapa masuknya di bulan Januari??
jsunkudon_,Yg tangal 27 Desember gmna nasib nya??
apriando.ravi,"Alhamdulillah sudah cair yg sharusnya 2 januari, di majuin jadi 17 desember kmrin, terimakasih prakerja 🙏"
pinang_saya,Gajelasss..... Cair???? Mana sempat. Gelombang gelombang gaggal mulu huhuhu
mega_oktarida,@aggustang 😂
syarinah08,"Aku gak bisa sih ,"
fadhlurakhyar,Min gimana ni pelatihan vokraf gk jelas banget udah menyelesaikan pelatihan webinar juga udah sertifikat juga udah tapi kok belum muncul juga insentif nya..tolong di tindak lanjuti itu pelatihan vokraf kok bobrok banget cara nya
mega.iswara,Punya q diubah awalnya tgl 22 des ke 6 Januari 😕😕
megaawati98,"Kak mengapa jadwal survey kedua sampai saat ini belum muncul, padahal sudah mengisi survey kedua dan belum muncul survey ketiga di dashbord @prakerja.go.id"
fatihary07,"Apakah disini ada yang sama kaya aku? Gelombang 11 tapi survey ngga muncul 1 pun, udah coba semua cara tapi tetep ngga muncul dan pada akhirnya ngga dapet insentif survey 1 pun."
muhammad.nashi,Kang daftar nyimak
_tyohardy,"Gak jelas pencairannya..yg tgl dluan,malah belakangan,,yg diakhir bulan malah dluan...ini yang jadi pertanyaan,,,alesan diundur knp??? Knp bisa random begini yang cair ..@prakerja.go.id dijawab oi!!!"
ramly_usman,Saldo prakerja yang masih tersisa masih busa digunakan beli kelas kan?? 😢😢😢😢
vika_w14,Insentif saya dari tanggal 28 Desember malah d undur jadi tanggal 7 january. Ga adil bgt tgl 31 Desember malah udh cair
tri_sutriono02,Survei blom muncul gimana @prakerja.go.id
rasity.winan,Kak admin insentive 5 rb pada chat pesan telah di transfer namun tidak masuk pada nominal saldo ? Saya cek insentive riwayat tidak tertera jg ada tambahan dana 50rb dari program dan cs saya kirim email 2x tidak ada tanggapan .mohon di proses untuk kelanjutan nya?
ptrnadiaaa,@ellgstin_  yg tadi nya tgl insentif kita 27 Desember di undur tgl 7 Januari:(
wiwini0606,Kapan dibuka lagi pendaftaran nya?
yohanminfreak,Jadwal tgl 14 Sampek sekarang belum cair pdahal sudah menghubungi cs
nedikeyy,@turyadi.532 jadi bsa ikutan 12.12 deh 😂
shariie.shariie,Alhamdulillah sudah cair semua 😀🤗🤗🤗 dan sudah lulus
r10faafaww,Kenapa saya tidak disetujui yaa @prakerja.go.id
yuans.shop26,@prakerja.go.id saya mau tanya kartu perserta saya keterangannya kartu tidak aktif padahal saya mengikuti pelatihan..trims
lie_lieafahrudin,Udah dapet survey ke tiga tapi di dashboard  gak muncul keterangan insentif nya gimanatu???
dyah3437,Susah isi survey knp yaa
ranirosiana29,"@prakerja.go.id min dari grlombang 1 sampe 11 ga lolos"" juga, udh email ke kepesertaan.prakerja juga ga bisa ke kirim gara"" over kuota email'ya. Apa ga ada cara lain lagi min? Biar taun depan bisa nyoba lagi"
suparnoe,"Mengapa saya tidak pernah lolos seleksi, padahal sudah mengikuti dari gelombang kedua😢"
yayukajhasay,@yoelabraham__ saya jadwal 5 januari malahan sdh cair sebelm tgl 15 kmrn
tataa2495,Gelombang 12 kapan??
khareli87,Terima kasih @prakerja.go.id punya saya sudah cair semua..statusnya baru saja berhasil..🙏🙏
mirnawati_s.pd742018,"Alhamdulillah sdh cair,mlah cpat bnget"
anggaputrapratama__,Kecewaaaaaaaa😏
yararatnadila,"Alhamdulillah aku ga pernah telat,mlah sll lebih awal cair.terimakasih min @prakerja.go.id 🙏"
tieww17032,Tgl 28 29 30 dah caer . Eh gopay tgl 25 malah mundur ke tgl 6 januari😂😂😂😂 lucu x loh kadang ni🤭🤭
mfathanmh,Allahammdulilah Gimana min 😂
