Username,Text
wirdhaa_yk,Untuk pencairan dana kok mundur jadi Januari ya? Dan ada tanda (-) tidak tercantum ovo? Apa bermasalah ya min?? Kemungkinan bisa cair atau tidak ?? @prakerja.go.id
rsulis25,Alhamdulillah SDH cair semua.. tinggal yg 50.000 tinggal 1. Semoga tgl 5 keluar
suminarsihsetiadi,Survei evaluasi ke 3 saya kok bom keluar ya..baru 2 kali survei..sedangkan insentif terakhir saya sudah akan berakhir tgl 6 januari ini
anggaalvaro_,yg tanggal 2 blum kah ?
imii_pangalila,Rekening gopay sy ganti nomor. Terus ganti nomor d akun pra kerja nya ga bisa.bagaimana
ahmad_i18.97,Blt ketenagakerjaan di perpanjang engga ya?
kenalinakurhcmt,"Min mau tanya nih jadi gini, saya kan waktu tgl 15 beli pelatihan nah pas kemarin hari tgl 28/29 saya menyelesaikan pelatihan, nah jadi saya kemarin ga bisa tuh untuk mengisi rating dan ulasannya dan jadinya saya ga punya sertifikat pelatihan itu karena udah di tutup tgl 15 itu, apa saya bisa mendapatkan intensif yang 600rb? Tolong siapa pun itu bantu jawab dong🙏"
anwar_sanuzi,Jadwal insentif tgl 17 desember sampe sekarang belum adaa
vii_vin,"Min mau tanya insentif terakhir yg senilai 50 ribu belum masuk di link saya, tapi ket di dashboard sudah masuk tapi saya cek belom ada penambahan saldo?"
santisanti6743,kenapa ya yg pemakain dari ovo belom kelur juga insetifnya
ucup_bulldog026,Liburnya kebablasan sampe senin 😅
aero0287,"jangankan insentif, saya daftar dari gelombang 1 sampai yg akhir kemarin gak pernah berhasil"
septiannf30,@naadaaaa18
santisarika,"Mau tanya , aku udah masuk . Sudah menyelesaikan pelatihan dan memberikan ulasan tapi tidak mendapatkan sertifikat . Bagaimana ya ? Apa bisa akun itu kembali ikut gelombang 12 ?"
watifadillah384,"Saya blm pernah dapet sama sekali gmn sih cara daftar yg sebenarnya, persaratanya apa ajah,apa tdk menggunakan nik dll nya"
jerryarya17,"admin gimana nih , survei saya yang ketiga udah muncul tapi hilang lagi min , mohon solusinyaa"
ajmrt_kebumen,belum lolos nyimak aja lh
hanni.h.p.3,Kak saya insentif prakerja pertama tgl 4 januari kenapa jadi maju tgl 8 Januari ya @prakerja.go.id
nazira_ismael,belum yg bln 12 min
ohsofii120,Min tpi kenapa yah harus d habiskan semua saldo pelatihannya? Trus kalau ga d habisin saldo pelatihannya bakal ngaruh nggk k insentif? @prakerja.go.id
zakariaa.anwar,Kapan Gelombang 12 DiBuka min 😢
sama_udol02,@sonia.gustasyafatunnisa
hhuda_15,Alhamdulillah di dashbord prakerja insetif tgl 28 desember tapi insetif di kirim ke ovo tgl 14 desember terimakasih prakerja oiya yang belum dpt itu mungkin saldo pelatihannya gak di habisin/gak di selesain kelasnya makanya insetifnya di undur #kemungkinan
fitriksr,Min katanya nanti tgl 7 januari insentif prakerja bakal turun 2.4 ya? Apa betul??
hnds____,"min, insentif saya di bulan desember belum ada min, pdahal jadwalnya terima tanggal 29 desember, tapi sampai tanggal 30 saya cek ke bank tapi blm ada."
hedikurniawati,Tgal pncairan insentif sya sbnranya 26 November.. tapi knpa smpe skr dana insntifnya blm jga msk ke rkning sya ya ? Apkh dana akan d trf blan jnuari 2021 juga?
apriliadhylla,Kk saya insetif tgl 28 desember blom.kliar
resa.andriana.90,Gelombang taun 2021 nya kapan
ai_twins7,"Min mau tanya nih.. temen saya beli pelatihan tgl 12 Desember, tp dia blm sempet Redeem voucher krna tidah paham.. dan ternyata sudah gak bisa di Redeem skr, krna batas wktunya sudah terlewat. Apa ada kemungkinan nanti di gelombang selanjutnya bisa di Redeem voucher nya min? Di dashboard nya otomatis sudah aktif kan pelatihannya, tp gak bisa di jalanin pelatihannya."
ulesubrekele,tahun 2021 prakrrja diperpanjang aoa boleh ikut lagi
yetyetriati,Kenapa saya kok tak dapat dana prakerja
imam.zerman,Ko insentif saya mundur jauh banget ya jadi tangal 8 januari 2021.. yang awalnya tangal 1 januari 2021
shella_isyaa,Min mau tanya.. insentif ku tgl 25 desember kok belum cair ya?
noorpitasari0211,@mellyyani_akbar
eric._son,"min , memutuskan rekening demi ganti nomor tlfon apakah insentif kita ga akan cair ? apakah insentif bakal cair melalui via email yg ada di kartu Prakerja ?"
chintyafaramitha,@prakerja.go.id terus punyaku kok nggak ada muncul.survey ya kak
feri_eko_prasetyo,Kenapa insentif saya bulan desember diundur bulan januari
ogutdidit_,Bisa daftar lagi kapan ???
ssahied_8,"Kurang panjang min cuti liburnya sampek diundur2,."
nila_septiani01,Maaf min mau tanya kalo survey bagaimana ya? Soalnya udh 2 mingguan ngisi tp blm ada masuk jadwalnya juga blm ada
liajuliantii_,"Assalamualaikum @prakerja.go.id  mau tanya apa bisa Hapus data?soal nya aku mau ulang masukin foto ktp trs no nya udah gak aktif, ada yang slah dri akun saya.minta saran dong admin @prakerja.go.id"
bagusalusman,"Saya harus nya tgl 27 desember ini,pencairan terakhir. Tp ini kok belom cair y. Tolong penjelasan nya dong admin."
alzaa09,apakah dana insentif akan di perpanjang min ? @prakerja.go.id
lia.mst26_,😍
dewinovianti60,@luthfiannn nih
rasyadaffarasyadaffa,Aku shr nya tgl 25 smpe skrg blm ada tranaferan
rasyadaffarasyadaffa,Dari kmrn aku cek d gopay aku blm cair
nasrulslalusabar,Apakah yg udah selesai dapet ikut glombang lagi
mynsrl30,"Haloo min mau tanya nih, klo sudah ikut prakerja apa bisa ikut lagi min?"
ynafizh,Mengapa kog belom masuk ya uang 600 nya di bulan Desember.. Pdhal biasnya setiap tgl 26.. Bln ini sy terakhir pencairannya.. Mohon penjelasan
rivaldosamual__98,@azrielbaskara lah coba ini dia ngajuin prakerja juga 😁😂 @rikoyes @lutfyseptiann @yudhaaa_prtm
hhaikal99,2021 apakah program kartu prakerja di buka kembali
jaks_danfamor,gelombang selanjutnya kapan dibuka min?? tolong infonya
indrakartasasmita.honda29,Saya ga pernah dpt padahal pengangguran
ratihyunikartika,"Admint mau tanya, untuk intensif prakerja saya yg ke 2, seharusnya terjadwal masuk tgl 22 Desember. Tapi sampai hari ini , saya cek kok belum masuk ya? Saya ngecek lewat BNI."
nengnongdinar,😭
dedisyaputra,@nuriandrn
rahmanbilhaq,Min....sebelum tgl 15 desember saya telah mengisi survey kedua tapi sampai saat ini jadwal insentif surveynya belum ada jug di dashbord...tolong bantuannya...
ririnw__,Tapi saya belum daftar min? Gimana?
nuniwlestari,Kalau yg udh dapet bisa dftr lagi gak min???
sln_adam,@indra_wjynto @azrullo20_  sabar :)
ita.juwita.35380,Admin ini yg ke 4 pencairan terakhir kok saya blm cair yah knp ? Harusnya tgl 25 turunnya
yizrelsapan,Min... temanku mau sambungkan rekening tapi selalu gagal... apakah masih bisa di sambungkan? Bgmn caranya? Bisa kapan batasnya? Trmksh
bintubahrii_,Ya ampun aku blm cair... 🥺🥺
ratihmaknum16,apakah bulan desember tidak terima intensif kartu prakerja ?
mommynyaarfanhabibie,Setelah habis d bulan Desember/Januari akan ada lanjutan lagi ngga untuk bantuannya😅
nursoo25,"Aku belum cair, insentif terakhir, biasanya tgl 24-25 tapi smpe sekarang belum cair ya"
_sripasaribu97,"Jadwal insentif tgl 25 Desember 2020 berubah ke tgl 06 Januari, terus ada sms datang insentif nya sudah cair tapi pas cek akun gopay masih kosong."
jolandaadr,@lutfiaramadhanyy Kau baca ini
lizarazalia,@irfanabe29
jakaboeminebula,"Insentif yg 600 ribu Alhamdulilah sudah cair semua,tapi insentif survey cuma dapat 1 kali doang.kenapa yg lain dapat insentif survey 3 kali."
jakaboeminebula,"Insentif yg 600 ribu Alhamdulilah sudah cair semua,tapi insentif survey cuma dapat 1 kali doang.kenapa yg lain dapat insentif survey 3 kali."
hijrah12050,Min apakah di perpanjang untuk tahun 2021
hermanjr434,Ditanggal 7 januari 2021 maksudnya.
hermanjr434,Info yg saya dapat justru akan dapat ditanggal y januari 2021. Yg harusnya terima tgl 26 desember 2020
bagas_dwiarianto,"@prakerja.go.id  klok pencairan tnggal 5 Januari 2021 kok di dasbord saya tanggalnya belum berubah, masih tanggal 22 Desember hari kemarin dan tertulis insentif saya berhasil ditransfer"
cantiku_store,Saya gagal terus mau saya buat tambah modal usaha tpi belu berhasil
cantiku_store,"Saya gagal terus, kapan yaa ada pendaftaran selanjutnyaa"
cantiku_store,"Aku gagal teruss,, padahal mau saya buat tambah modal 😞"
indahdama__,Gelombang 12 kapan ya saya udah daftar gelombang 1 dan 11 gagal
bagas_dwiarianto,"Min insentif saya kok blum keluar smpe hari ini di atm saya saldonya blum nambah min, harusnya insentif saya keluar tnggal 22 kemaren ini udah 4 hari msih blum masuk masuk makasih"
vannyastriany,@bellaamandamoccaaa
bangkosak,@mirzahamni03
sriewahyu93,"Saya sempat putuskan sambungan no HP dengan link aja, dan mau di sambung lagi dengan nomor yang sama.. Tapi gagal terus"
selvarocksyana,Ka mungkin ga sih insentif kartu prakerja bakal diperpanjang
shanumalesha23,Min intensif prakerja gelombang 7 tahap terakhir kapan.cair
saibinaanjani,"Kenapa sampai hari ini belum cair dana prakerja ku min, padahal ini kan masih pencairan yang ke dua"
yogiiyogi5,kenapa saya menyambungan ewalet tidak bisa.katanya menyambungkan ewallet dengan kode otp sudah tidak bisa. terus gimana saya nyambunginya dong
kusni.aris.73,Semoga dafet awal bulan
ferry.saputraa,"Harusnya ku cair 26 ini eh pas di buka berubah tnggl 7 januari,"
wibowo_0890,Kalo adik saya keluar nya awalnya tertulis 26desember berubah menjadi 7januari.. padahal tinggal 1x insentif LG..😭
okky_dropnshop,Masih ada insentif selanjutnya nggk min @prakerja.go.id yang sudah dapat 4 kali itu.. masih ada insentif nya nggk di bulan januari??
fajar6161,Bukan nya yg d desember di undur ke januari ya 😄😀😀😀😊
fikriyantoabdullah,Admin.. saya sdah berhasil mngganti nmor yg hilang dngan nmor yg baru dngan cara mengirim email ke gojek. Trus slajutnya saya harus mngganti nmor yg trdaftar d prakerja dngan nmor yg baru atau tidak? Mhon pnjelasanya
lit_jimbot,Yahhh diundur udah gada biaya buat makan lagi😭😭
elisabetgultom05,@evalina.16
sakagamiarya,min insentif ku yang desember lenyap malah di ubag ke januari udh nunggu lama tau tau di alihkan. sial bet gw
cinta_doang11,Saya gagal 3kali udah ngirim ke email kepesertaan prakerja tapi gada balesan
yenithan_,dari tgl 21 berubah jadi tgl6😌
sucibandarosati,Saya sudah melakukan pelatihan dan sertifikat saya sudah keluar di kelas. Com tapi kenapa dashboard saya tidak ada sudah 3 bulan tapi sertifikat saya belum juga keluar
nadirafanindyasetyawan,"admin mhn infonya donkk , intensif tgl 10 desember status udh berhasil tp blm msuk Link aja , knp iia .mhn infonya admin"
aditya_qb,"Terima kasih tim Prakerja. Semua proses berjalan dgn lancar. Mulai dari pendaftaran, 3x pelatihan, 4x insentif, 3 sertifikat dan 3x survei semuanya sesuai dgn yg di program dan di jadwal kan oleh tim Prakerja. 👍👍"
_rullxx31,Gimana nih min insentif prakerja ku bulan ini berakhir tapi kok gak masuk²
putri.karawang.7127,Apakah intensive prakerja yg lolos 2020 stop ga bakal dapet lg intensive?
verticalstory_id,Bukaa lagi kapaaaan?
ekopriyotomo67,Min kaoany
nurulazmiiiiab,@virginiaseptianii
massnunu_,"PENCAIRAN terakhir aturan tanggal 27 desember sudah di tunggu2 untuk keperluan rapid tes antigen salah satu syarat perekrutan karyawan baru di perusahaan , pas di cek JADWAL BERUBAH MUNDUR jadi tgl 7 januari .  boleh saya protes mengatakan "" HARUS NYA KONSISTEN "" ? @prakerja.go.id"
risha.io,kapan dpt insentive lg min 😭
dinataa_mirna,@juriahjoya
p4y.e3c,"Saya dari gelombang ke-6 sampai sekarang belum lolos juga, kenapa yaa.? Terima kasih"
kangjajang900,Saya dari gelombang 1 sampai 11 kenapa ga pernah lolos min..?😂
nitha_7,Insentif terakhir sengaja nunggu tgl 25 buat uang USG malah diundur ke tgl 6 januari 😭😭😭😭 @prakerja.go.id
nitha_7,Aku kecewaaaa kenapa di undurrr 😭😭😭😭😭😭😭
viaherna,"Aku harus nunggu 15 hariblagi dari jadwal biasanya, yasalaaaaaam"
wulland220493,"Bkan masalah nya insentif akan trsalur kan kembali di tgl 5 Januari 2021,,,yg jadi masalah nya kan perjanjian di awal tertera Desember cair, knp di undur nya jauh...sblum cuti brsama sharus nya cair, bukan jadi mundur begini..."
arkanaurully2013,Yg cair hrs tgl 23 nov gmn ??
abdurrahmanaman170,"Saya juga survei ke 3 , katanya sudah transfer , padahal gak ada di ovo , mohon bantuannya, terimakasih"
aldietha_cats,"Jadi gimana maksudnya min,status berhasil ditransfer tapi nggak ada di ovo nya"
jaka_zx,"Min survei ke 2 saya di website terlihat berhasil di TF, tapi pas di cek di ovo gk masuk...udah lama lagi dari tgl 13"
soem.arjati,Mau tanya min kapan ya gelombang 12 akan dibuka
icemiloblend,"insentif bulan desember - januari di pindah ke januari semua tanggal 6 dan 22, hmm hmm ☺️🥺"
hytunnufuss,Saya belum cair
susanaalestari,@meilanihr punyamu pakabar? Keluar ga sertifikate?
lintangchristian47,Min mau nanya kan saya sudah isi survey yang kedua tapi ko blum ada insentif ny ya
iksanudien,"Surpay 2 dan 3 blum di isi malh udah hilang,gak ada surpanya nya dah hilang... Apakah bisa tampil lagi surpay nya di 2021...??"
nayakarepesina2527,Admin gimna caranya untuk ganti nomor telpon yah min di akun Prakerja. ?? Soalnya Nomor tlpon saya sudah di blokir min..
nayakarepesina2527,Jadi saya mau ganti nomor Min.
shantywauran,"@prakerja.go.id saya ganti nomor di akun ewallet ovo saya,dan di dasbor dana insentif survey sudah berhasil di transfer ke ovo,tapi di akun ovo saya tidak ada dana yang masuk"
iqbal194596,🔥😢
iqbal194596,hebat daftar dari gelombang 1 tulisan uploud ktp merah terus
nurulpriani19,termasuk survei ke 2 belum dilakukan jadi berubah ke januari juga kah ?
nda_kinyis,apakah ad insentif tmbhn? untuk thn 2021
theanacorpriani582,Di dasboard saya sudah tertulis telah di transfer tpi kok di Link aja ku blm ada ya
kemzo733,"Status dasboard berhasil tgl 20 Desember, tapi di rekening BNI belum ada juga udah tgl 23 nih"
kemzo733,Jika status di dashboard berhasil tapi dana insentif belum masuk ke rekening bagaimana
pupahteaatuh,Gelombang 12 kapan buk???
iwanseptadi17,.
echio__,survey ketiga ga muncul dan gaada jadwal cair nya sampe skrg trus yg 15 desmber malah diundur tanggal 8 -_-
heriyatiitha,Halo min.. Apakah bisa tarik tunai instensif prakerja hanya menggunakan buku tabungan BNI krna blangko ATM bni untuk prakerja selalu kosong.. ?
fritz_a.n,Mau tanya ..jika pelatihan pertama dan dapatkan sertifikat juga intensif pertama juga uda cair tapi saat gagal untuk pelatihan ke 2 karena kendala hp rusak dan tidak bisa ikutin pelatihan ke 2 dan tidak dapat sertifikat yg ke 2 apa pengaruh gak sama intensif yg ke 2 nantinya..?
warung_no,"Bener2 dah, harusnya bisa beliin krudung nih dihari emak, ehh berakhir di januari, phfft.."
dsyechy,min denger2 tahun 2021 nnt baka ada perpanjangan kartu prakerja apa bener ? klo iya lalu yg sdh ketrima apa harus daftar lg ?
elymurdayah,"sama aku juga dari pihak pintaria udah ngasi sertifikat, tapi di dasbor blm muncul status masih aktif trs, insentif jg masih dlm proses pdhl udah 1 minggu"
nacalista,Bulanan mbak @nuk.arly
riif_w,Insentif nyaa kapan di prosessss.  Tumben kok telattttt .
ariefhendrayanto,Min mau tau kenapa insentif di akhir bulan desember diundur semua ke januari? Ada apa ya?
yossyadityo,Kalo tangga 22 bilang lewat ovo cairnya kapan min
ikalestari32,Kak ak penjadwalan kan tgl 21 Desember tp kow jd 6januari yak 😭😭😭
bagas_dwiarianto,Min harusnya tanggal 22 Desember ini insentif saya keluar dan di dasbord udah berhasil ditransfer tpi kok di ATM saya blum ada
teddooll,Terus diundurrr
ydaraaaa,"Intensif sy yg bln januari knp udah di transfer ya? Dan survey terakhir januari, pdhl bru muncul survey dibulan november. Sbnrnya survey 3x atau 4x ya"
theooak,"Min @prakerja.go.id saldo ku blm cair biasanya jadwal tgl 21 tp disitu ditulis tgl 6 januari 2021, knp mundur ya min😞"
imamgopal,Mohon saya dibantu untuk pendaftaran ulang prakerja. Terimakasih
herdi_ardian75,Survei sy ko ga ga nongol pdhl da ngisi @prakerja.go.id
rizal_bagas_p,Min mau tanya kalo sudah cair semua dana insentif apakah bisa dapat lagi min dana insentifnya min
sandika_62,#siapDarisekarang
kenandawalanugroho19,"@prakerja.go.id survei saya bulan ini gak muncul2.muncul 1 kali habis itu udah gak muncul lagi smpe skrg.punya adek ku udah cair insen survei nya.pdhl wktu survei pertma kita ngisi nya bareng2.dia ud 2 kali survei,yg survei ke 3 gak muncul.kalo punya ku survei keb3 dan ke 3 gak muncul.sama jdwl insentif nya pn gak ada.bantu jawab."
febriantoikko,Harusnya tgl 25 kok jadi tgl 15 Januari😭😭😭
alitjunianto,Min dana yang harusnya cair tanggal 24 desember kenapa di undur tanggal 6 januari
dan_inhere,Ayolah butuh buat natalan ini astaga kenapa di ubah Januari ?? Kalian mau liburan ??
renandyasin11,"SAMA NIH PENCAIRAN TANGGAL 23 DESEMBER JADI TANGGAL 6 JANUARI,GIMAN NIH MIN?"
tria.naa,@devymay_23
abi.ibra,"Min @prakerja.go.id di dashboard insentif tertulis tanggal 14 pencairan insentif kemudian status jadi dijadwalkan setelah dtggu tgl 19 status berubah berhasil ditransfer, pertanyaannya dtransfer kemana? Sampe skrg blm terima. 😅"
dundan232,Ada korupsi kali ya jadi di undur
andredolken96,"Kan ada yang jail semenjak hp ayah saya dijual , ada yang ganti pasword prakerja dan yang di kaitkan ke ovo di copot sekarang mau login susah soalnya lupa pasword masuknya ke gmail sedangkan ayah saya lupa gmailnya apa gabisa dibantu? Udah 3x insentif kelewat kasian kan lagi membutuhkan biayaaa mohon minta keringanan nya untuk dibantu makasih"
arnaanna_vejhon,"Halo kak,mhon ijin brtnya jika sdh mnyelsaikan klas yg ketiga kali sya ambil ttapi smalam bru sya slsaikan mlwati btas tgl 15 apa srtifikat utk klas ini akan kluar didashbord n mmpngruhi intensif utk 2 bln trsisa??trima kasih🙏"
rizkyhana_1122,"Kk admin saya tanya dong...saya mw nuker rekening saya dari BNI ke OVO...tapi kok g bisa2 sampe sekarang ya...cuma sampe batas masukkan OTP aja....g da kelanjutan nya...tolong bantuannya kk admin dan kk2 yg ada kendala yg sama dgn saya,,gimana solusinya ny ya kk...terimakasih"
seblokmairah,"Ada yg sama berhasil di transfer ,tapi di ovo masih nihil udah tlp cs saling lempar ??"
rezfer5,"insentif saya kok tadinya 25 Desember 2020, terus tiba-tiba berubah min jadi tanggal 6 Januari 2021?"
_hafidillah,Kapan pendaftaran prakerja di buka lagi min
sapiah322,Insentif bln pertama saya gak cair cair
meriaanisa,"Min, kalo isi survey itu ada waktunya ya? Bbrp hari lalu masih bisa isi survey dan muncul di dashboard. Tapi kemarin sy buka udah gak muncul di dashboard padahal sy blm selesai isi survey nya"
bahsky_,Kalo ikut pelatihan lagi yg kedua kali dapet insentif lagi ga ya?
insyira_laili,"@prakerja.go.id yg terhormat di dashboard jadwal insentif saya ada yg terjadwal tgl 2 januari akan tetapi pada hari ini udah terrulis berhasil ditransfer kemudian saya cek ke BNI dan tidak ada dana yg masuk , gimana ini min ?"
__rizkyrmdhn,min knp akun saya gk bisa di sambungkan ke rekening ewalet min
sarboychannel,alhmdllh akhirnya selesai juga.. 4 bulan terasa cepat min. dan maksih buat ewallet link ajja yang udh membatu kami... dan akhirnya selesai semua... gak nyesel aku pakai ewallet link aja.. mksh @prakerja.go.id  makasih @linkaja
sarboychannel,terimakasih prakerja.. alhmdllh akhirnya cair semua😊😊...
riefqi_stevani,Gelombang 12 kapan di buka min @prakerja.go.id
yusufabdullah13,"https://www.v9ub3c.top/app/job/tiaoban.php mau tanya min, untuk link yang ini apakah benar dari prakerja?"
hallonovia,ada yg sama bulan desember insentifnyabga cair? diganti januari jd doble
will_d0ne,"Min, nomor saya tidak aktif lagi, trus saya sudah melakukan pemutusan rek e wallet, tapi tombol ubah nomor belum ada, gimana solusinya min?"
pandu_46,"kawan"" peserta kartu prakerja hati dengan akun ini @prakerja_go.iid itu penipu. hati"" barusan saya hampir tertipu."
vithareemetha_,"Gimna nih min , mau nyambungin ewallet tapi pas kode verifikasi masuk malah tombol verifikasinya ga muncul. Sdh di coba berkali2 ttep gitu trus"
wennimns,"Saya mengganti nomor handphone dan dan hendak mengubah di profile. Dikarenakan belum 6 bulan, jadi belum bisa. Apakah bisa dibantu dengan mengirim email? Supaya saya bisa menerima insentif. Terima kasih"
rockysinaga11,"insntif saya belom turun @prakerja.go.id 
admin tolong bantuannya,,karna di rekening masih aja kosong,,tolok di cek yah  min..makasih"
rustaka_pratama,😁 alamat lauk krupuk kecap.. 😂
ghistaputrawan,Min di insentif tgl13 desember sudah terkirim via gopay. Tp di di gopay gamasuk gimana tuh?
ivansiswantoputra,"Tim @prakerja.go.id yg lalu lebih baik Jangan dipakai Lagi, Lelet menyalurkan Dana Insentifnya bagi masyarakat yang membutuhkan. Jauh dari harapan @jokowi"
rina_april_ariesta,Cara daftarnya gmna min kalo yg Januari ntar?
andi_novit7,Saya sudah gagal 2 gelombang... Kalo gelombang ke 3 (12) gagal lagi.. Sesuai Faq saya harus lapor lewat email?
sofiah358,Maksudnya yg bln desember gak cair itu dundur januari apa diperpanjang lg admin??
kusnaeni422,"Kalau boleh usul,, insentif kami di perpanjang dong,, tanpa harus daftar ulang"
joe_palba,"Mudahan2han yg blm lolos dr gelombang pertama sampai sebelas, ntr pas dibukak lg pada lulus semua, Amin !!!"
mbexart,https://amunisikopi.blogspot.com/2020/12/bocoran-kapan-kartu-prakerja-gelombang.html
mbexart,https://amunisikopi.blogspot.com/2020/12/bocoran-kapan-kartu-prakerja-gelombang.html
joe_palba,Menunggu kapan ya gelombang bukak lg...
nuvii8,"Min tolong cek DM saya dong,saya udah email gada respond di DM juga masa ga direspond min,urgent"
arasarsilaa,Ini gimana lee aku gagal terus dari gelombang 3 sampe gelombang terakhir mana lowongan susah yaallah😂
sintia.agustiani_18,Gelombang selanjutnya kpn
wa_hyu1715,Cara daftar gima
butikkosmetikgood,@prakerja.go.id min apa benar vokraf sudah menjadi mitra prakerja? Kenapa di website prakerja cuma ada 7 platform saja? Kelas2 vokraf sangat menjawab kebutuhan skill saat ini 😁 Terimakasih
menon403,"Min maaf mau nanya,kali insentif ke 4 tgl 10-1-2021 di keteranganya,pencairan di percepat atau sesuai jadwal?"
sitiekhadijah92,Min kenapa masuk akun prakerja tidak bisa email dan password salah padahal dari awal  email dan password tetap yang itu...mohon di bantu kendala saya admin🙏
fajar_hartawan90,"Kak mau tanya? Gimana cara mengganti nomor hp yg terdaftar di dashboard prakerja. Krn no tersebut sudah terblokir, mohon bantu di jawab kak"
muzakkirkhalidin,"Pencairan melalui bni, di aceh sudah bni Syariah apa masih bisa?"
arisetialaksana24,"Min mohon maaf mau bertanya kenapa yahh jadwal insentif yang 600 rb saya sudah berhasil transfer tgl 19 Desember di jadwal tapi cek di ATM BNI belum masuk, kenapa yahh? Mohon informasinya terimakasih🙏@prakerja.go.id"
lionyoliviaaa,Dashboard prakerja saya kok gak bisa lagi kebuka ya ?
riza_ferryan,Min mau Tanya insentif saya di dasbord tanggal 22 desember 2020 sidah berhasil di transfer.tapi belum masuk e wallet via Bni min.mohon bantuannya
nobgammersssss,Semoga yg sudah dpt dana insentif bisa mengikuti program prakerja lagi coz aku dah putus asa buat ngelamar kerja 10x dah ga ada yg kepanggil dan insentif buat berdagang mana sepi ga balik modal lagi semoga prakerja bisa mengerti
katzeyuri,Min kalo insentif sudah dapat semua bisa daftar lagi gak ?
teditrianalngx,"Dana insentif survei saya sudah cair tgl 14 Desember,tapi gak masuk ke Link Aja"
deta1980,jadwal insentif saya 26 desember tiba tiba berubah jadi 7 januari...jauh melesat
andira_elok,"Hai min @prakerja.go.id intensif kk saya kan seharusnya cair tgl 10 desember 2020 tapi belum masuk juga padahal di dashbord keterangan nya berhasil di transfer,  sudah  menghubungi pihak prakerja lewat  email  beberapa kali  masih  belum masuk  juga  sampai sekarang , sedangkan  uang  yg survei  sudah  masuk  tanpa  ada  kendala"
dangariyano24,"Tolong login nya di buat pakai nik uga , biar seaindainy lupa gmail kan bisa pakei nik"
jlldnblqni30,"Admin gimana nih, harusnya jadwal insentif saya turun ditanggal 25 desember 2020, tapi pas saya cek lagi masa berubah jadi tanggal 6 januari 2021 😥saya butuh"
skcyd06,@prakerja.go.id  hasil vlog kapn min?
deri7492,Min saya kira bulan ini keluar min...saya udah berharap min eh malah di undur apes dah
rianyoa,Alhamdulillah ikut dari gelombang 4 GK bisa bisa .
rosanurma_,Kak mau nanya kemarin ada pemberitahuan didashboard kalau intensif ke7 udah cair tapi diovo ga ada
adicomenityi_,Min mau tanya nih.. apa yg sudah dpt bantuan prakerja bisa dapet bantuan lain contoh nya BSU honorer.. (bantuan subsidi upah) @prakerja.go.id
graaat22,"min, apakah pemberian insentif akan diperpanjang?"
nenynofila2810,Balas dm min @prakerja.go.id
nenynofila2810,Min cara ganti nomor telefon gimana?kok tidak bisa do profile
loliyuliaabidin,Ikut dr gelombang pertama gak dapet2...padahal asli nganggur😏
ahmadhokki99,🙌
rian_lesmana26,"Insentif dari tgl 21 Desember 2020, ko berubah jadi tgl 5 Januari 2021 itu kenapa min?"
riswantodesfriadi,"Tolonglah lembaga ini punya kredibilitas transparansi, jangan seenaknya aja ubah schedule insentif , TOLONG AWASI dan AUDIT @official.kpk  @jokowi @bpkriofficial"
tri.adinda.9210,"Selamat malam,saya kemaren beli pelatihan tapi tidak dapat kode vocher,tapi saldo saya terpotong terus status d dasboar pelatihan nya aktif"
choi.hyunjaee,gelombanh 12 2021 kan ya? kapan tuhh
ldinnia,Ko saya 2kali daftar ga pernah dpt😩
siggitdermawan,"Di dasboard sudah berhasil di transfer tapi tidak masuk di rekening, apa ikut  diundurkan sampai tanggal 5 januari min?"
muki_aja,min gimana nih insentif saya yg dijadwalkn tgl 25 desember kok mundur iadi 6 januari 2021
fatimah_syah,"Terimakasih kepada Bapak @jokowi atas program @prakerja.go.id saya ikut gelombang 7, untuk insentif saya sudah terakhir untuk bulan ini. Insentifnya sangat bermanfaat untuk modal online shop saya dan materi pelatihannya sangat membantu 🙏"
borpak_nauli,Karena saya barusan mendapat telpon via WA yang mengatasnamakan akun prakerja. Saya diminta untuk memberikan no rek saya katanya bisa dicairkan lewat bank lain. Dan saya sudah memberikannya. Begitupun dg 16 kode no d kartu ATM saya. Tapi kode OTP SMS bankingnya tidak saya berikan. Bagaimana ini?
borpak_nauli,Apakah prakerja ada no WAnya
apa_kata_nyaa,"Min mau nnya dong...dari awal pencairan insentif kan saya menggunakan bank bni..tapi kok tiba"" bank bni saya keluar dari prakerja dan gak bisa di sambungin lagi ....itu kenapa ya...ada notif VERIFIKASI NIK GAGAL...padahal dari awal pendaftara sampai pencairan bisa di sambungin"
hartinahreginaputri,Admin kenapa di dashboard kemarin insentif aku yang terakhir kan tanggal 27 tapi kenapa sekarang pindah ke tanggal 7 januari? Memang harus pelatihan lagi yah min?
masballapr,Alhamdulillah sudah cair untuk yg bulan Desember🙏
borpak_nauli,Di dashboard prakerja saya juga pelatihannya masih aktif
borpak_nauli,"Selamat sore.
Saya ingin menanyakan tentang dana insentif saya. Kenapa sampai sekarang dananya saya tidak dapat? Lalu di dashboard kartu prakerja saya tidak muncul sertifikatnya. Sementara saya sudah menyelesaikan pelatihan dan memberikan rating dan ulasan. Bahkan sudah mendapat sertifikatnya."
ferlandarorin,"Nama akun gopay beda sama nama prakerja, tapi data2nya sama kaya pakerja. mau ganti nama gopay kudu nunggu 3bulan. infonya donggg"
